position_0,position_1,position_2
0.0101937,-0.00862092,0.0013149
-0.0113168,-0.00708499,0.00132852
-0.0100233,-0.00764412,0.00105085
-0.0108029,-0.00784455,0.00172402
-0.00901327,-0.00741692,0.00113753
-0.0084428,-0.00784076,0.00183832
-0.00759171,-0.00763249,0.00136056
-0.00652012,-0.00748976,0.00128451
-0.00555571,-0.00748169,0.00154515
-0.00458061,-0.00726803,0.00149278
-0.00305596,-0.00787188,0.00118271
-0.00360172,-0.00707974,0.00145532
-0.00208746,-0.00761545,0.00129727
-0.00277145,-0.00731322,0.00196092
-0.00112129,-0.00777024,0.00149902
-0.000206609,-0.00752195,0.00181427
0.000753843,-0.00775187,0.00197066
0.00159003,-0.0077013,0.00136176
0.00254791,-0.0079636,0.00147585
0.00342737,-0.00756543,0.00174577
0.00416629,-0.00720082,0.00117429
0.00580126,-0.00781554,0.00116439
0.00508026,-0.00725882,0.00157337
0.00605594,-0.00718214,0.00189276
0.00691402,-0.00737309,0.00136988
0.00785082,-0.00702995,0.0013039
0.00884261,-0.00710109,0.00140188
0.00932993,-0.00796147,0.00127492
0.00993464,-0.00702384,0.00134801
0.0107517,-0.00779696,0.00141023
0.0113644,-0.00700721,0.00141162
-0.0118894,-0.00604478,0.00127066
-0.0106142,-0.00641019,0.00154564
-0.00967176,-0.00673337,0.00147184
-0.00827969,-0.00675165,0.00127161
-0.00883546,-0.00601013,0.00178758
-0.00717639,-0.00674339,0.00118142
-0.00769023,-0.00611757,0.00177052
-0.00667789,-0.00617275,0.00183053
-0.00586069,-0.00656471,0.00129179
-0.00488456,-0.0064281,0.00104874
-0.00342497,-0.00619038,0.00187577
-0.00230505,-0.00664269,0.00138522
-0.00130703,-0.00662519,0.00142523
-0.000439203,-0.00601752,0.00133119
0.000261539,-0.00671807,0.00145342
0.00125233,-0.00674207,0.00133208
0.0022115,-0.00693752,0.00153031
0.00314174,-0.0067747,0.00120669
0.00395542,-0.00606932,0.00135738
0.00567422,-0.00652458,0.00124576
0.00506118,-0.00636379,0.00201547
0.00665564,-0.0063039,0.00135345
0.00757831,-0.00616063,0.0017127
0.00842537,-0.00622251,0.00118543
0.00939326,-0.0061876,0.00143366
0.0106349,-0.00626416,0.00136111
0.0118555,-0.00613816,0.00145369
-0.0112109,-0.0055673,0.00182457
-0.0103986,-0.00548009,0.00125498
-0.00982648,-0.00588115,0.00196561
-0.00940849,-0.00551933,0.00113552
-0.00818924,-0.00526224,0.00192256
-0.00707222,-0.00524889,0.00157882
-0.00625451,-0.00560265,0.00113082
-0.00527807,-0.00545314,0.00127825
-0.00467305,-0.00599887,0.00192524
-0.00401354,-0.00569498,0.00123987
-0.00399834,-0.00501861,0.0019748
-0.00270719,-0.00563274,0.00125692
-0.00152722,-0.00571918,0.00106759
-0.00101803,-0.00540241,0.00186552
-0.000112669,-0.00507294,0.00135561
0.000767044,-0.00588384,0.0016651
0.0018214,-0.00593615,0.00148942
0.00138678,-0.00513874,0.00190502
0.00232959,-0.00517037,0.00106034
0.0029387,-0.00583849,0.00148648
0.00358141,-0.00507981,0.0013069
0.00475219,-0.00554048,0.00106516
0.00586478,-0.00542217,0.0013012
0.00688441,-0.00511425,0.00121236
0.00792208,-0.00536176,0.00122324
0.00861549,-0.00563635,0.00196921
0.00900334,-0.00503784,0.00127178
0.0100595,-0.00545316,0.0012603
0.0109603,-0.00502154,0.00108873
0.0114395,-0.00523411,0.00193835
0.0122815,-0.00523638,0.00139598
-0.0120006,-0.00487628,0.00127213
-0.0115431,-0.00401607,0.00182367
-0.0109118,-0.00462814,0.00134849
-0.00984939,-0.00465341,0.00136294
-0.0088527,-0.00470553,0.0013043
-0.00786373,-0.0045439,0.00131167
-0.00705117,-0.0041304,0.00171535
-0.00647208,-0.00463045,0.00107298
-0.00596846,-0.00499576,0.0018697
-0.00546082,-0.00419842,0.00154632
-0.00459697,-0.00458581,0.00122792
-0.00328605,-0.0048185,0.00124451
-0.00250177,-0.00419955,0.0012385
-0.00186888,-0.00490992,0.00154221
-0.000944835,-0.00452057,0.00140252
-0.000182708,-0.00400808,0.00179768
0.000621944,-0.00438075,0.0013358
0.00172274,-0.00436216,0.00137509
0.00318088,-0.00416483,0.00133604
0.00419012,-0.00419066,0.00124429
0.00430924,-0.0048769,0.00196143
0.0050742,-0.00464167,0.00136211
0.00605506,-0.00444331,0.00134759
0.00743013,-0.0042926,0.0013587
0.00828164,-0.00470083,0.00187913
0.00980048,-0.00444333,0.00134968
0.0104816,-0.00486438,0.00194838
0.011757,-0.00442447,0.00114685
0.0112699,-0.00425182,0.00200197
0.0126373,-0.00430939,0.00160207
-0.0127442,-0.00397956,0.00135243
-0.0122269,-0.00312657,0.00131915
-0.0103628,-0.00382344,0.00156946
-0.00936732,-0.00378805,0.00150073
-0.00839482,-0.00369792,0.00129266
-0.00608823,-0.00345458,0.00131917
-0.00690363,-0.00314763,0.0018042
-0.00458703,-0.00359266,0.00133208
-0.00343089,-0.00361822,0.00128845
-0.00389308,-0.00308497,0.00199269
-0.00228189,-0.0030568,0.00136322
-0.0013638,-0.00361146,0.00190636
-0.000583649,-0.00306108,0.00160942
0.00128634,-0.00332812,0.00120187
0.00236037,-0.00360147,0.00126669
0.00351371,-0.00304556,0.00125756
0.00450135,-0.00324428,0.00131926
0.00539345,-0.00369586,0.00136942
0.0062362,-0.00347365,0.00185509
0.00708464,-0.00335626,0.00134593
0.00816967,-0.00372418,0.00171356
0.00905141,-0.00378986,0.00124955
0.00986226,-0.00323249,0.0014118
0.0106217,-0.00387709,0.00134498
0.0115169,-0.00344014,0.00140026
0.012941,-0.00328119,0.00164741
-0.0130983,-0.00258901,0.00149142
-0.0122201,-0.002129,0.00137562
-0.0113935,-0.0026402,0.00160102
-0.00996229,-0.00279135,0.00140374
-0.00896859,-0.00288274,0.00135833
-0.00835908,-0.00230255,0.00189676
-0.00783854,-0.00280346,0.0012003
-0.00736073,-0.00226514,0.00189193
-0.00629515,-0.00247878,0.00138014
-0.00556064,-0.00289797,0.00195414
-0.00467696,-0.00262897,0.00157325
-0.00343667,-0.00249122,0.00133047
-0.00223279,-0.00206002,0.00138746
-0.00139991,-0.00259791,0.00126996
-0.000528083,-0.00211068,0.0012612
0.000440154,-0.00280954,0.00131702
0.00199656,-0.0027252,0.00157932
0.00359778,-0.00206753,0.00143695
0.00462192,-0.00224346,0.00124272
0.00526758,-0.00279136,0.00177273
0.00595475,-0.00290449,0.00104686
0.00674239,-0.00235154,0.00131516
0.00795501,-0.0028882,0.00121505
0.00803983,-0.0022449,0.00197261
0.00894375,-0.00277276,0.00129607
0.00996137,-0.00227824,0.0011376
0.0107586,-0.00279815,0.00148297
0.0115098,-0.00216909,0.00128611
0.0121085,-0.00275857,0.00182724
0.0131108,-0.00228987,0.00136472
-0.0132714,-0.00146004,0.00192372
-0.0125229,-0.001164,0.00133271
-0.011554,-0.00125654,0.00185758
-0.0108785,-0.00181544,0.001373
-0.0100639,-0.00113921,0.00122215
-0.00947542,-0.00191006,0.00146483
-0.00855781,-0.00180258,0.00105503
-0.00777675,-0.00142282,0.00155159
-0.00697516,-0.00180614,0.00109348
-0.00605418,-0.00122753,0.00125974
-0.0054234,-0.00199226,0.00138887
-0.0052664,-0.00114864,0.00197417
-0.00432089,-0.00171376,0.00139792
-0.00301977,-0.00173437,0.00190845
-0.00218696,-0.00117172,0.00184043
-0.00134525,-0.00166353,0.00162156
0.000435102,-0.00181281,0.00139155
0.00142737,-0.00193136,0.00137009
0.0026507,-0.00198853,0.00174694
0.00214186,-0.00121421,0.00132354
0.00313692,-0.00118216,0.00141166
0.00407492,-0.00129861,0.00101489
0.00429664,-0.00148695,0.00197048
0.00516903,-0.00144239,0.00148176
0.00615894,-0.00150067,0.00132807
0.00697024,-0.00161581,0.00194953
0.00762884,-0.00175704,0.00120415
0.00863633,-0.00182279,0.00127163
0.00817061,-0.00116428,0.00186122
0.00937764,-0.00114094,0.00123621
0.00941813,-0.00189791,0.00188731
0.0103495,-0.00136873,0.00127101
0.0106896,-0.00195199,0.00200601
0.0113264,-0.00119165,0.00138805
0.0123304,-0.0014851,0.00137583
0.0132998,-0.00112752,0.00123036
-0.0129365,-0.000262307,0.0014664
-0.0111649,-0.000488809,0.00135511
-0.0103098,-7.38839e-05,0.00165516
-0.00897792,-0.000928757,0.00129376
-0.00802202,-0.000486524,0.00130371
-0.00703429,-0.000772546,0.0013852
-0.00620307,-0.000164645,0.00125849
-0.0050778,-0.00026048,0.00155937
-0.00431887,-0.000832712,0.00186625
-0.00340989,-0.000929418,0.00146689
-0.00252579,-0.000550362,0.00113662
-0.00159044,-0.000407004,0.0014926
-0.000108428,-0.000976961,0.00132249
0.000276085,-6.7517e-05,0.00117327
0.00110375,-0.000987454,0.00131063
0.00142435,-0.000154421,0.00176026
0.00245818,-0.000268477,0.00136805
0.00460696,-0.000583566,0.00146412
0.00545511,-0.00063021,0.00198861
0.00618696,-0.000428546,0.00134392
0.00700065,-0.000981632,0.0011799
0.00765185,-0.000289801,0.00148926
0.0085848,-0.000521985,0.00121715
0.00970821,-5.54105e-07,0.00138784
0.0106106,-0.000397595,0.00122395
0.0125226,-0.000506356,0.0013244
-0.00290822,-0.0130308,0.00290441
-0.00136465,-0.0132813,0.00238437
0.000418768,-0.0133446,0.00279984
0.0014136,-0.013276,0.00285492
0.00224866,-0.0131613,0.00232013
-0.00533954,-0.0122361,0.00215672
-0.00456208,-0.0125506,0.00269878
-0.00362636,-0.0124705,0.00236592
-0.00267321,-0.0121752,0.00239167
-0.00169902,-0.0122215,0.00217868
-0.000652455,-0.0125848,0.0024369
0.000923904,-0.0127894,0.00213439
0.00192991,-0.0123214,0.00277274
0.00313095,-0.0126966,0.00238717
0.00413549,-0.0126951,0.0022695
0.00527034,-0.0122663,0.00235031
-0.0062391,-0.0118019,0.00213113
-0.00385047,-0.0112533,0.00256533
-0.00288202,-0.0112016,0.00232454
-0.0020461,-0.0115037,0.00278123
-0.00123572,-0.0113383,0.00222223
-9.21874e-05,-0.0112441,0.00206576
-0.000529754,-0.0116841,0.00284975
0.000505244,-0.0119484,0.00247376
0.000362636,-0.0111025,0.00298594
0.00129592,-0.0113302,0.00271051
0.00291305,-0.0116062,0.0023983
0.00422204,-0.0117602,0.00260903
0.00540511,-0.0113525,0.0027766
0.00614603,-0.0118536,0.00210671
0.0070127,-0.01136,0.00302575
-0.00847388,-0.0103166,0.00234026
-0.00777747,-0.0108038,0.00286626
-0.00683983,-0.0109764,0.002265
-0.00696259,-0.0100591,0.00293185
-0.00594814,-0.0105567,0.00242463
-0.00474897,-0.0108181,0.00251544
-0.00399287,-0.010059,0.00280633
-0.00317576,-0.0102492,0.002264
-0.00230064,-0.0103179,0.00273987
-0.00118564,-0.0104591,0.00268746
-0.000162993,-0.0103732,0.00255065
0.000825311,-0.0105615,0.00220106
0.00170933,-0.0104206,0.00271081
0.00255805,-0.0105997,0.00221541
0.00333541,-0.0107999,0.00280983
0.00459232,-0.0108286,0.00252729
0.00564704,-0.010259,0.00273962
0.00617067,-0.0108573,0.00213755
0.00764229,-0.0107741,0.00251773
-0.00942743,-0.00941446,0.00208945
-0.00907502,-0.00979329,0.00294155
-0.00757131,-0.00993365,0.00215047
-0.00767788,-0.00904488,0.00259006
-0.00601669,-0.00974576,0.00300402
-0.00508569,-0.00989442,0.00267932
-0.00573127,-0.00937858,0.00212145
-0.0035947,-0.00934354,0.00223369
-0.00261837,-0.00935232,0.00243839
-0.00163019,-0.00957497,0.00281469
-0.000784596,-0.00963652,0.00228819
-1.56162e-05,-0.00944749,0.00289616
0.000850096,-0.00953399,0.00240733
0.00171143,-0.00943826,0.00290231
0.00270297,-0.00955858,0.00291203
0.00365353,-0.00986206,0.0029438
0.00412771,-0.00984087,0.00206423
0.00472603,-0.00989681,0.00285941
0.00428939,-0.00900644,0.00297944
0.00555185,-0.00910941,0.0028061
0.00630136,-0.00986874,0.00209456
0.00674041,-0.00929065,0.00277906
0.00744791,-0.00988204,0.00210981
0.00885617,-0.00999177,0.00263578
0.00860812,-0.00904236,0.00245286
0.00957013,-0.00931181,0.00248007
-0.0101553,-0.00866882,0.00292875
-0.00948645,-0.00842693,0.00222816
-0.00854364,-0.00854845,0.00253401
-0.00756914,-0.00812325,0.00222814
-0.00672914,-0.00889646,0.00205443
-0.00590849,-0.00842105,0.00236956
-0.0049798,-0.00878563,0.00240521
-0.00404376,-0.00856736,0.00267428
-0.00311678,-0.00817331,0.00247297
-0.00145051,-0.00840858,0.00219368
-0.000454562,-0.00835008,0.00232988
-0.000880487,-0.00894056,0.00301378
0.000468193,-0.00861008,0.0026462
0.00136319,-0.00869933,0.00221315
0.00232145,-0.00897844,0.00219479
0.00202923,-0.00803002,0.0025413
0.00298295,-0.00824313,0.002331
0.00364719,-0.00897935,0.00221507
0.00402738,-0.00812827,0.00257273
0.00486037,-0.00866952,0.00223322
0.00612423,-0.00816738,0.00204231
0.00626907,-0.00843796,0.00299188
0.00762112,-0.00890635,0.00250763
0.00816263,-0.00809794,0.00273413
