position_0,position_1,position_2
0.00153599,-0.0109508,0.00509368
0.00196466,-0.0104104,0.00581581
0.00342908,-0.0106316,0.00543113
0.00449612,-0.0108241,0.00542777
0.00585003,-0.0105999,0.00585282
0.00684303,-0.0105104,0.00580395
0.00778189,-0.0108491,0.0058283
0.00853362,-0.0102692,0.00550712
-0.0095483,-0.00906477,0.00542958
-0.00862242,-0.00937554,0.00570551
-0.00784576,-0.00906794,0.0051581
-0.00673452,-0.00936156,0.00574971
-0.00513932,-0.00928693,0.0050533
-0.00544079,-0.00930315,0.00600543
-0.00436275,-0.00911435,0.00565587
-0.00342165,-0.00932294,0.00539279
-0.00242191,-0.00949081,0.00547173
-0.00155524,-0.00981711,0.00586002
-0.000689449,-0.00955418,0.00543697
0.000249676,-0.00921437,0.0053396
0.00110626,-0.00998536,0.0052494
0.00190324,-0.00944684,0.00555651
0.00267954,-0.00999718,0.00525452
0.00332307,-0.00955499,0.00587268
0.00411183,-0.00990637,0.00537525
0.00595142,-0.00999521,0.00506489
0.00509075,-0.00993803,0.00556831
0.00559482,-0.00909377,0.00574771
0.00640158,-0.0091083,0.00515931
0.00637399,-0.00965575,0.00601566
0.00762766,-0.00938414,0.00560958
0.00855014,-0.00931071,0.00523187
0.00951783,-0.00936144,0.00547792
-0.0106118,-0.00806275,0.00564993
-0.00929311,-0.00810427,0.00598917
-0.00858902,-0.00843309,0.00536116
-0.0069443,-0.00864925,0.00507834
-0.00674297,-0.00835577,0.00601222
-0.00599314,-0.00883743,0.00531622
-0.00452965,-0.00812963,0.00568555
-0.00349356,-0.00826856,0.00527702
-0.00222119,-0.00821296,0.0054222
-0.00127793,-0.00821466,0.00509371
-0.00125619,-0.00882717,0.00589906
-0.000150283,-0.00828633,0.00524821
0.000478713,-0.00824111,0.00602107
0.00114066,-0.00880325,0.00552936
0.0021828,-0.0084677,0.005677
0.0033278,-0.00860549,0.00549373
0.00427453,-0.00892311,0.00545236
0.00663189,-0.00814713,0.00539037
0.00761473,-0.00844691,0.00526203
0.00856722,-0.00815876,0.00543331
0.00944597,-0.00824109,0.00598705
0.0102796,-0.00851989,0.0055141
-0.0112007,-0.00726087,0.00574771
-0.00973428,-0.00788213,0.00512153
-0.0093288,-0.00714481,0.00571381
-0.00838209,-0.00746006,0.00527476
-0.0077,-0.00799935,0.00576696
-0.00675593,-0.00768776,0.00526488
-0.0057994,-0.00769793,0.00555019
-0.00415872,-0.00741038,0.00505235
-0.00498122,-0.00729547,0.00600101
-0.00256586,-0.00736951,0.00583182
-0.00180155,-0.00733528,0.00517349
-0.00151884,-0.00787546,0.00604979
-0.000769717,-0.00747343,0.00552628
0.000795962,-0.00799941,0.00504397
0.00016372,-0.00731225,0.00584023
0.00139172,-0.00788013,0.00583734
0.00104075,-0.007028,0.00545155
0.00217169,-0.00703905,0.00558431
0.00291009,-0.00775408,0.00580962
0.00354315,-0.0075537,0.00504764
0.00388245,-0.0079145,0.0059758
0.0046405,-0.00794982,0.00532685
0.00566181,-0.00795713,0.00524247
0.00508946,-0.0072715,0.00590745
0.00642945,-0.0073321,0.00593245
0.00738824,-0.00748295,0.00538948
0.00829813,-0.00729219,0.00585332
0.0100102,-0.00751558,0.00549438
0.0108157,-0.00782742,0.00599531
-0.0115465,-0.00631838,0.00545557
-0.0103136,-0.00675653,0.00509245
-0.00985357,-0.00632004,0.00591536
-0.00897844,-0.00622126,0.00522437
-0.00717483,-0.00647438,0.00526124
-0.00781841,-0.00691001,0.00588869
-0.00637056,-0.00687449,0.00569512
-0.00568346,-0.00646605,0.00509768
-0.00463372,-0.00639412,0.00574416
-0.00307862,-0.00606798,0.00505311
-0.00371121,-0.00677211,0.00567625
-0.00212444,-0.00639026,0.00530606
-0.00113629,-0.00659081,0.00523557
-0.00163838,-0.0068831,0.00604831
-0.000141984,-0.00650701,0.00529421
0.00163102,-0.00627436,0.00593338
0.00387396,-0.00609035,0.00569221
0.00312992,-0.00678433,0.0057121
0.00471276,-0.00659985,0.00527168
0.00571627,-0.00656372,0.00558502
0.00661175,-0.00671381,0.00516829
0.00746512,-0.0065219,0.00565043
0.00841114,-0.00642418,0.0053458
0.00938279,-0.00645279,0.00557235
0.0105545,-0.00651261,0.00561905
0.0114313,-0.00689684,0.00533317
0.0119167,-0.00602395,0.0053507
-0.0120978,-0.0056457,0.00594733
-0.0108641,-0.0056686,0.00512653
-0.00804339,-0.00593738,0.00543082
-0.0084306,-0.00503473,0.00562135
-0.00724022,-0.00544069,0.00510489
-0.007514,-0.00512037,0.00601135
-0.00670983,-0.00582357,0.0058611
-0.00519534,-0.00561127,0.0052597
-0.00579215,-0.00542854,0.00603941
-0.00420162,-0.00567589,0.00520039
-0.00328721,-0.005085,0.00521945
-0.00359155,-0.00582771,0.00597431
-0.00233058,-0.00541918,0.00518668
-0.00167698,-0.00500156,0.00598857
-0.00102702,-0.00581433,0.0058824
-0.000569129,-0.00518627,0.00525507
-3.27899e-05,-0.00572353,0.00590449
0.000400004,-0.0050191,0.00504428
0.000889661,-0.00574357,0.00552378
0.00183563,-0.00554563,0.0052806
0.00296402,-0.00584978,0.00535558
0.00367564,-0.00512352,0.00553855
0.00532193,-0.00564564,0.00559884
0.00621842,-0.00579691,0.00518567
0.00734185,-0.0052469,0.00546026
0.00804569,-0.00571665,0.00599275
0.00909423,-0.00553382,0.0058398
0.0100028,-0.00568222,0.00544251
0.011312,-0.00561687,0.00603041
0.0123441,-0.00508832,0.00548111
-0.0123903,-0.00497384,0.00526852
-0.0126364,-0.00430983,0.00597139
-0.0113399,-0.00471553,0.00593496
-0.010389,-0.00499915,0.00570182
-0.0106324,-0.00407535,0.00505491
-0.0103004,-0.00404495,0.00599636
-0.00948561,-0.00497286,0.00527695
-0.00898949,-0.00420805,0.00568316
-0.00751088,-0.004486,0.00522199
-0.00662905,-0.00485336,0.00563287
-0.00664339,-0.00402105,0.00505481
-0.00568665,-0.00474498,0.00531821
-0.00456185,-0.00475439,0.00533062
-0.00382102,-0.00405798,0.00543188
-0.00382863,-0.00486043,0.00602864
-0.0030113,-0.00428466,0.00597207
-0.00228995,-0.00436292,0.00528535
-0.00126135,-0.00416168,0.00564168
-0.000246373,-0.00430919,0.00560774
0.000817813,-0.00419144,0.00541644
0.0017402,-0.00455139,0.00527754
0.0027798,-0.00489786,0.00510522
0.00246551,-0.00448176,0.00596512
0.00321214,-0.00406056,0.0054527
0.00412533,-0.00407214,0.0050493
0.00477765,-0.00476451,0.00534975
0.00411971,-0.00436091,0.0060051
0.00556431,-0.0041639,0.00513431
0.00623762,-0.00483317,0.0054437
0.00698311,-0.00429979,0.0058355
0.00761771,-0.00436982,0.00506641
0.00861273,-0.0047224,0.00550942
0.00969187,-0.00473228,0.00584386
0.0109968,-0.00487389,0.00544067
0.0117673,-0.00422003,0.00510577
-0.0129886,-0.00308922,0.00542137
-0.0118327,-0.00377921,0.00543806
-0.0104059,-0.00319854,0.00547604
-0.00941714,-0.00330373,0.00557464
-0.00840157,-0.00340335,0.00573046
-0.0073758,-0.0034202,0.00582732
-0.00638819,-0.00328634,0.00578034
-0.00569828,-0.00375121,0.00522983
-0.00424535,-0.00304984,0.00525112
-0.004775,-0.00381748,0.00560367
-0.00359291,-0.00325332,0.00597843
-0.00223957,-0.00337122,0.00510017
-0.0010631,-0.00325695,0.00526484
-0.000394258,-0.00340194,0.00600105
8.64155e-05,-0.00349701,0.0051307
0.000911105,-0.00327854,0.00581031
0.00164937,-0.00391097,0.00603887
0.00249561,-0.00344596,0.00578126
0.00443375,-0.00314995,0.00527687
0.00493646,-0.00381536,0.00582753
0.0054298,-0.00317765,0.00521411
0.0062981,-0.0036092,0.00552432
0.00759873,-0.00352408,0.0057203
0.00854699,-0.00372608,0.00548222
0.00953105,-0.0037469,0.00530905
0.010482,-0.00367564,0.00560922
0.0120519,-0.00349538,0.00577839
0.0127678,-0.00390133,0.00521107
0.0129721,-0.00316186,0.00597833
-0.013178,-0.0021418,0.00567902
-0.012217,-0.00241273,0.00563027
-0.0113693,-0.00294229,0.00572877
-0.00982474,-0.0023965,0.00570577
-0.00816456,-0.00263135,0.00514247
-0.00888779,-0.00257621,0.00600773
-0.00718216,-0.00254056,0.00533129
-0.00631425,-0.00229171,0.00575806
-0.00524988,-0.0029396,0.00563052
-0.00425889,-0.00206263,0.00540221
-0.00295998,-0.00274635,0.00539592
-0.00180119,-0.00266421,0.00565295
-0.000377354,-0.00255768,0.00546657
0.000566274,-0.00262158,0.00514446
0.00154687,-0.00267427,0.00533092
0.00247214,-0.00200237,0.00517312
0.00225606,-0.00249924,0.00601336
0.00310181,-0.00273396,0.00542917
0.00434304,-0.00215673,0.00515674
0.0048197,-0.00253846,0.0060101
0.00535071,-0.00213706,0.00526665
0.00603256,-0.00264137,0.00580322
0.00702805,-0.00267816,0.00587374
0.00776844,-0.00230753,0.00531524
0.0092536,-0.00278124,0.00557387
0.0101383,-0.00286104,0.00511483
0.0112307,-0.00259874,0.00582658
0.0124788,-0.00213243,0.00506729
0.0122167,-0.00250984,0.0059541
0.0131679,-0.00219742,0.00580338
-0.0132962,-0.00118159,0.00542867
-0.0117472,-0.0011353,0.00566466
-0.0106615,-0.00188481,0.00541669
-0.00969213,-0.0014954,0.00529529
-0.00875993,-0.00185179,0.00533375
-0.00782617,-0.00186437,0.00568515
-0.00712103,-0.00145114,0.00511282
-0.00667303,-0.00123128,0.00597802
-0.00538941,-0.00191389,0.0057382
-0.00331045,-0.00169361,0.00550142
-0.00242344,-0.00133313,0.00578436
-0.00150495,-0.00175136,0.00522299
-0.000677264,-0.00163523,0.00577087
9.13911e-05,-0.00103059,0.00556427
0.000388165,-0.00194016,0.0058529
0.000996731,-0.00102376,0.00598753
0.00166984,-0.00169631,0.00568301
0.00356763,-0.00188944,0.00572875
0.00305504,-0.00102852,0.00540282
0.00398925,-0.0011947,0.00509058
0.0045663,-0.00147822,0.00585577
0.00588478,-0.00110345,0.00526215
0.00651744,-0.00186563,0.005394
0.00659304,-0.00101679,0.00596139
0.00718446,-0.00115117,0.00516669
0.0073226,-0.00171094,0.00598244
0.00824403,-0.00149836,0.00565735
0.00921973,-0.00161509,0.00540344
0.0102179,-0.00166687,0.00538206
0.0117876,-0.00153139,0.00546554
0.0126784,-0.00130993,0.00586236
0.0132646,-0.0015156,0.00507897
-0.0133493,-0.000141916,0.00512707
-0.0124881,-0.000647079,0.00518146
-0.0118404,-5.9082e-06,0.00579677
-0.0107722,-0.000964285,0.00580517
-0.0109055,-3.81614e-05,0.00545259
-0.00993234,-9.14684e-05,0.00566548
-0.00893922,-0.000843401,0.00543017
-0.00760469,-0.000902983,0.00583629
-0.00644085,-0.000292795,0.00548188
-0.00574974,-0.000983878,0.00568691
-0.00409207,-0.00056207,0.00516639
-0.00479891,-0.000734427,0.00586349
-0.00315172,-0.000707845,0.00550778
-0.00217479,-0.000182796,0.00554835
-0.00151401,-0.000921966,0.00578298
-0.000698987,-0.000423448,0.00549317
0.000561532,-0.000162766,0.00572944
0.00153816,-0.000193254,0.00552728
0.00208949,-0.000939592,0.00516022
0.00487953,-0.000761253,0.0052174
0.00435694,-0.000517252,0.00603279
0.00608705,-1.56919e-05,0.00542996
0.00706448,-0.000214588,0.00549034
0.00777531,-0.00068994,0.00600604
0.00858767,-0.000732338,0.00511572
0.00986391,-0.000827251,0.00585957
0.0107234,-0.000808054,0.00531329
0.0117858,-0.000545748,0.00562252
-0.00283182,-0.0130471,0.00683244
-0.00179707,-0.0132288,0.00658139
-0.000257697,-0.0133487,0.00688556
0.000360954,-0.0133454,0.00610197
0.000744731,-0.0133292,0.0070249
0.00166606,-0.013247,0.00640409
0.00287591,-0.0130375,0.00621472
-0.00498319,-0.0123776,0.00676365
-0.00406136,-0.0127187,0.00694039
-0.00342372,-0.0125645,0.00618875
-0.00257217,-0.0120441,0.00619575
-0.00210828,-0.0123827,0.00701371
-0.00162309,-0.0123489,0.00614034
-0.000964158,-0.0126456,0.00682862
0.000173586,-0.0120731,0.00654087
0.000982447,-0.0125531,0.00617795
0.00212422,-0.0123608,0.0064333
0.00307036,-0.0120726,0.00657155
0.00363851,-0.0128456,0.00684861
0.00541922,-0.0122007,0.00681151
-0.00673902,-0.0115247,0.00683999
-0.00586787,-0.011137,0.00654097
-0.00586127,-0.0119966,0.00704711
-0.00474523,-0.0112543,0.00686552
-0.00392915,-0.0116269,0.00625696
-0.0024813,-0.011385,0.00694123
-0.000756778,-0.011863,0.00624304
-0.000408023,-0.0113951,0.00705296
0.00148052,-0.0117165,0.00684043
0.0022873,-0.0112806,0.00644204
0.00313492,-0.0111525,0.00695675
0.00440224,-0.0118562,0.00642254
0.00560463,-0.0111593,0.00670105
0.00604589,-0.0119028,0.00609207
0.00693367,-0.0114095,0.00622854
0.00639314,-0.0117199,0.00700986
-0.00839518,-0.0103809,0.0067472
-0.00757602,-0.0109939,0.00671204
-0.00747452,-0.0100398,0.00698691
-0.00669771,-0.0106367,0.00629589
-0.00527111,-0.0103488,0.00640114
-0.00400487,-0.0105874,0.00691953
-0.00352706,-0.0103997,0.0060637
-0.0029889,-0.0105251,0.00689579
-0.00113373,-0.0109715,0.00648907
-0.000690792,-0.0100995,0.0062736
0.000129797,-0.0107303,0.00643651
0.000961443,-0.0104258,0.0069329
0.00194883,-0.0103399,0.00681122
0.00286744,-0.010466,0.00624141
0.00384107,-0.0108096,0.00633751
0.00489235,-0.0105765,0.0063114
0.00638347,-0.0105939,0.00696621
0.00733625,-0.0105499,0.00667111
-0.00925222,-0.00962529,0.00643939
-0.00823132,-0.00939701,0.00669742
-0.00687658,-0.0092801,0.00673509
-0.00604606,-0.0098342,0.00676609
-0.00511298,-0.0095136,0.00692451
-0.00433963,-0.00987121,0.00630805
-0.00301564,-0.00948974,0.00629058
-0.00220392,-0.0099839,0.00660009
-0.00141148,-0.00939183,0.00675175
-0.000447771,-0.00937322,0.00701065
0.000232799,-0.0097084,0.00632557
0.00123879,-0.00978624,0.00621922
0.00330637,-0.00979672,0.0068404
0.00418529,-0.0098722,0.0063699
0.00477451,-0.00906669,0.00631657
0.00546929,-0.00976869,0.00647645
0.00686996,-0.00969191,0.00688129
0.00765722,-0.00910932,0.0066817
0.00805623,-0.00995173,0.006324
0.00904346,-0.00982109,0.0062408
0.00956837,-0.00930969,0.00692054
-0.0101009,-0.00872923,0.00619217
-0.00930407,-0.00869293,0.00679482
-0.00843563,-0.00848457,0.00634646
-0.00757199,-0.00892949,0.00610911
-0.00579232,-0.00833432,0.00632068
-0.00485241,-0.00864774,0.00647716
-0.00385654,-0.00863159,0.00636817
-0.00315445,-0.00883043,0.00705079
-0.00217249,-0.00895244,0.00627688
-0.00293967,-0.00833674,0.00610539
-0.000923109,-0.00852117,0.00679042
-0.000282858,-0.00887912,0.00611428
0.000832035,-0.00896273,0.00661295
0.000988437,-0.00800334,0.00684522
6.4413e-05,-0.00839542,0.00691739
0.00181556,-0.00899277,0.00644188
0.00280509,-0.00887198,0.00638363
0.00296329,-0.0080067,0.00685612
0.00380485,-0.0088314,0.00636014
0.00448334,-0.00819654,0.00672782
0.00528095,-0.00822621,0.00612754
0.00559413,-0.00884783,0.00684537
0.00692988,-0.00882678,0.00605844
0.00624022,-0.00819231,0.00640544
0.00791406,-0.00826809,0.00619813
0.00714832,-0.00823908,0.00683883
0.00869587,-0.00888477,0.00612143
0.00875898,-0.00806438,0.00669139
0.0101882,-0.00862882,0.0065315
-0.0102575,-0.00721894,0.00607667
-0.0107802,-0.00787649,0.0066167
-0.00945645,-0.00705967,0.00670061
-0.00856031,-0.00747949,0.00625717
-0.00801378,-0.00785979,0.00700141
-0.00702419,-0.00741877,0.0062199
-0.00661856,-0.00798873,0.00693369
-0.00587113,-0.00728282,0.00645606
-0.0044193,-0.00779383,0.00676286
-0.00371425,-0.00769236,0.00606191
-0.00308387,-0.00723287,0.00668622
-0.0022918,-0.00784058,0.00668093
-0.00140589,-0.00738074,0.00691031
-0.000523273,-0.00766094,0.0064766
0.000353868,-0.00717003,0.00681049
0.00128811,-0.00710605,0.00646063
0.0021457,-0.00761608,0.00643739
0.00292298,-0.00702731,0.00665918
0.00380861,-0.00747414,0.00687011
0.00478965,-0.00706281,0.0068531
0.00549322,-0.0077605,0.00698472
0.00666292,-0.0070412,0.00687669
0.00745163,-0.00740156,0.00638128
0.00830855,-0.00718559,0.00684652
0.00925828,-0.00727107,0.00612985
0.00972016,-0.00780168,0.0068391
0.01021,-0.00706795,0.00637261
0.0107751,-0.0076317,0.00697468
0.0113421,-0.00704192,0.00631718
-0.0115951,-0.00662002,0.00640567
-0.0110264,-0.00607053,0.00701455
-0.00874263,-0.00647128,0.00616305
-0.00818068,-0.00682483,0.00691012
-0.00769651,-0.0060382,0.00636062
-0.00666651,-0.00656215,0.00659488
-0.00556624,-0.00639948,0.00610336
-0.00474094,-0.00620103,0.00671925
-0.00380516,-0.00654303,0.00664207
-0.0028256,-0.00644993,0.00612349
-0.00220733,-0.00678649,0.006863
-0.00131031,-0.00633385,0.00681543
-0.000660564,-0.00670394,0.00615201
-0.000102482,-0.00620629,0.00681264
0.000592033,-0.00646473,0.00614423
0.00223561,-0.00624722,0.00672875
0.00314365,-0.00603343,0.00637108
0.00376409,-0.00648629,0.00700882
0.00415639,-0.00696177,0.00608631
0.00488554,-0.00629201,0.00622378
0.00573985,-0.00685385,0.00654149
0.00654925,-0.00635363,0.00609799
0.00654615,-0.0060645,0.00705425
0.00739294,-0.00639157,0.00663733
0.00869999,-0.00644333,0.00630271
0.00974779,-0.00613233,0.00644599
0.0107353,-0.00623645,0.00656257
0.0117013,-0.00612686,0.00679641
-0.0119972,-0.0058616,0.0069173
-0.0110293,-0.00564817,0.00611071
-0.0100507,-0.0059737,0.00683003
-0.00956316,-0.00539602,0.00617785
-0.0085689,-0.00553733,0.00647422
-0.00699386,-0.00570387,0.00698549
-0.00601423,-0.00589141,0.00694299
-0.00525361,-0.00525062,0.00686238
-0.00463605,-0.00544849,0.00607048
-0.00425381,-0.00516653,0.00694823
-0.00316624,-0.00570641,0.00686905
-0.00277929,-0.00525276,0.00606383
-0.0019717,-0.00593585,0.00618091
-0.00139678,-0.00509622,0.00694334
-0.000445588,-0.00527444,0.00669476
0.000782777,-0.00561533,0.00663378
0.00141346,-0.00508886,0.00606466
0.00236319,-0.00546262,0.00612348
0.00328221,-0.00504725,0.0064529
0.0044789,-0.00539069,0.00606909
0.00416905,-0.00518423,0.0069954
0.00578904,-0.00576388,0.0064746
0.00665774,-0.00536315,0.00618001
0.00618235,-0.00504639,0.00704914
0.00774495,-0.00549998,0.00691996
0.00859024,-0.00500253,0.00672932
0.00956128,-0.00521865,0.00680636
0.0103998,-0.0052953,0.00627138
0.0113725,-0.00507147,0.0068661
0.0122282,-0.00535801,0.00643601
-0.0124729,-0.00476094,0.00684847
-0.0115023,-0.00499631,0.00688007
-0.0105616,-0.00475171,0.00665312
-0.00953018,-0.00444701,0.00648858
-0.00858189,-0.00456843,0.00677722
-0.00795631,-0.0042271,0.00607774
-0.0070083,-0.00415986,0.00638807
-0.00767784,-0.00494369,0.00698145
-0.0064468,-0.00495114,0.00662306
-0.00604291,-0.0041765,0.00607442
-0.00513182,-0.00458341,0.00613238
-0.00580905,-0.00430874,0.00704613
-0.00481005,-0.00432151,0.00704344
-0.00335786,-0.00472675,0.00690008
-0.00236922,-0.00487244,0.00689203
-0.00198436,-0.00411515,0.00633031
-0.000758636,-0.00434969,0.00648377
0.000439865,-0.00484769,0.00609475
0.00114156,-0.00435172,0.00685441
0.00202675,-0.00481064,0.00680084
0.00285984,-0.00427628,0.00692631
0.00437426,-0.00420791,0.00695831
0.00518422,-0.00470419,0.00625684
0.00536219,-0.00406876,0.00700587
0.00611624,-0.00435477,0.00632605
0.00705942,-0.00465904,0.00676534
0.0078389,-0.00471115,0.00614126
0.0089691,-0.00419239,0.00627465
0.00985891,-0.00426879,0.00671796
0.0107996,-0.00439182,0.00640875
0.0117184,-0.00457321,0.00606354
0.0126582,-0.00424353,0.00614357
-0.01239,-0.00359007,0.00661699
-0.0112268,-0.00377682,0.00625689
-0.0111537,-0.00309906,0.0069875
-0.0104508,-0.00380701,0.00695522
-0.00962773,-0.00341932,0.00654461
-0.00865323,-0.00326198,0.00669435
-0.00768666,-0.0035006,0.00677229
-0.00629053,-0.00348257,0.00675495
-0.00530816,-0.00359482,0.00641864
-0.00415453,-0.00398176,0.00636954
-0.00455526,-0.00334707,0.00702552
-0.00324694,-0.00374189,0.00677716
-0.00260727,-0.00337135,0.00609033
-0.00209395,-0.00333613,0.00694574
-0.0013612,-0.00333837,0.00624527
-0.000359047,-0.00358241,0.00698283
0.000382673,-0.00389538,0.00639085
0.0012461,-0.00333466,0.00674827
0.00264707,-0.00326764,0.00675211
0.00345102,-0.00370883,0.0063571
0.00458746,-0.00329054,0.00662518
0.00571952,-0.00343752,0.00631901
0.00677939,-0.00349538,0.00639322
0.00803329,-0.00390918,0.00670425
0.00868126,-0.00324009,0.00634475
0.00967382,-0.0034007,0.0062346
0.0103433,-0.00338613,0.00697532
0.0111919,-0.00348305,0.00628635
0.01188,-0.00395777,0.00683285
-0.0129733,-0.00281351,0.00638764
-0.0119561,-0.0026923,0.00655297
-0.0113886,-0.00201206,0.00608963
-0.0105884,-0.0026562,0.00629446
-0.00929581,-0.00252322,0.00691745
-0.00792163,-0.0026898,0.0062359
-0.00693776,-0.00273141,0.00640311
-0.00573817,-0.00269416,0.00646853
-0.00443941,-0.00276548,0.006189
-0.00355622,-0.00229499,0.00626006
-0.00255655,-0.00224838,0.00616216
-0.00298029,-0.0020661,0.00704877
-0.00170159,-0.00247402,0.00662727
-0.000731254,-0.00243727,0.00639292
0.000275954,-0.00277303,0.00639395
0.00126275,-0.00246058,0.00626438
0.00192156,-0.0026298,0.00700614
0.00387467,-0.00285874,0.00605021
0.00311356,-0.00241535,0.00652043
0.00395834,-0.0026189,0.00701575
0.00557851,-0.00241935,0.00666335
0.00655689,-0.00270585,0.0069725
0.00773052,-0.00295511,0.00652831
0.00755748,-0.00204305,0.00689495
0.00841866,-0.00228311,0.00624773
0.00933543,-0.00252621,0.00658996
0.0102614,-0.00259984,0.00607186
0.010961,-0.0026243,0.00678646
0.0118532,-0.00217734,0.00682267
0.0128525,-0.00251646,0.00673228
-0.0132729,-0.00144832,0.00639181
-0.0123052,-0.00167442,0.00629514
-0.0110537,-0.00137323,0.0067799
-0.0102435,-0.00171857,0.00630889
-0.00904447,-0.00167298,0.00640361
-0.00808627,-0.00142751,0.00654433
-0.00718711,-0.00182136,0.00673351
-0.00619307,-0.00181785,0.0066272
-0.00544692,-0.001156,0.00666134
-0.00405146,-0.00136051,0.00608174
-0.0047839,-0.00189244,0.00653084
-0.00313956,-0.00126113,0.00647795
-0.00389571,-0.00166653,0.00702071
-0.001814,-0.00148315,0.00656201
-7.32985e-05,-0.00135111,0.00651506
0.000846589,-0.00167921,0.00672616
0.00184422,-0.00169339,0.00666696
0.00268292,-0.00160166,0.00613166
0.00379966,-0.00123796,0.00645083
0.00461078,-0.00190833,0.00675648
0.00553798,-0.0015811,0.00607526
0.00643006,-0.00190542,0.00638851
0.00712433,-0.00114889,0.00679731
0.00896266,-0.00161078,0.00674748
0.00810763,-0.00114881,0.0069775
0.00985273,-0.00171887,0.00630941
0.0108783,-0.00175063,0.00621805
0.0116758,-0.00117377,0.00639201
0.0126274,-0.00154746,0.00683126
-0.0133451,-0.000458985,0.00651212
-0.0124019,-0.000682243,0.0062695
-0.0104105,-0.000613605,0.00669088
-0.00965383,-0.000934176,0.00612217
-0.00929214,-4.91308e-05,0.00642982
-0.00844138,-0.000536712,0.00623984
-0.00758922,-1.90066e-05,0.00629905
-0.00666033,-0.000352686,0.00645497
-0.00552489,-0.000215292,0.00633277
-0.00450098,-0.000892565,0.00684016
-0.00345865,-0.000288979,0.00636128
-0.00231242,-0.000594712,0.00644699
-0.00105957,-0.000836287,0.00666805
-0.000192046,-0.000373119,0.00635054
0.00144268,-0.000832891,0.00697825
0.00199643,-0.000850082,0.00614899
0.0027717,-0.000846546,0.00677995
0.00213031,-7.05962e-05,0.00676047
0.00336805,-0.000401589,0.00611352
0.00492834,-0.00096242,0.00672011
0.00561516,-0.000585301,0.00610064
0.0054414,-0.00014569,0.00698091
0.00620238,-0.000792096,0.00693843
0.00653004,-7.82906e-05,0.00632236
0.00761293,-0.000284291,0.00690396
0.00886522,-0.000854853,0.00610191
0.00882189,-0.000324872,0.00694689
0.00965628,-0.000864273,0.00683461
0.0107534,-0.000764106,0.00631087
0.0100913,-2.25193e-05,0.00640617
0.0115941,-0.000152698,0.00652158
0.0126619,-0.000336975,0.00608957
0.0133234,-0.000862908,0.00662223
-0.00233305,-0.0131452,0.00769246
-0.00136385,-0.0132809,0.00748804
5.03512e-05,-0.0133513,0.00783448
0.0016662,-0.0132457,0.00740383
-0.00527148,-0.0122671,0.00785412
-0.00338846,-0.0129137,0.0076522
-0.00287809,-0.0120592,0.00756306
-0.00182465,-0.0123137,0.00796983
-0.000846933,-0.0123071,0.00776107
0.00078984,-0.0122967,0.00729446
0.00189909,-0.0122731,0.00755917
0.00256777,-0.0128941,0.00715225
0.00287427,-0.012031,0.00755
0.0033318,-0.0129283,0.00779582
0.00454601,-0.0125522,0.00714792
0.00522252,-0.0122877,0.00785804
-0.00628059,-0.0117667,0.00792319
-0.00536534,-0.0112956,0.00764694
-0.00439646,-0.0119537,0.00748751
-0.00357337,-0.011455,0.00717382
-0.00209903,-0.011358,0.00786465
-0.00134339,-0.0117443,0.00708763
-0.000934468,-0.0113213,0.0078977
0.000588153,-0.0113411,0.00708043
6.89678e-05,-0.0113931,0.00793272
0.00126181,-0.0115228,0.00779655
0.00218027,-0.0113228,0.00743374
0.0038003,-0.0118507,0.00722018
0.00316129,-0.0111752,0.00797954
0.00450243,-0.0111013,0.00706834
0.00417835,-0.0111437,0.00801218
0.0053529,-0.0113194,0.00765342
0.00619614,-0.0118256,0.00798325
0.00706895,-0.0112947,0.00760987
-0.00814408,-0.0105789,0.00769171
-0.00710927,-0.010768,0.00756666
-0.00614063,-0.0106335,0.00735926
-0.00426891,-0.0109898,0.00779397
-0.00494907,-0.0104035,0.00734663
-0.00430124,-0.0100125,0.00799852
-0.00330179,-0.0107423,0.00781868
-0.00180282,-0.0106917,0.00718056
-0.000864503,-0.0103512,0.00722404
9.62855e-05,-0.010539,0.00741597
0.00157422,-0.0105772,0.0077066
0.00266661,-0.0104532,0.00749602
0.00366604,-0.0104673,0.0074862
0.0050874,-0.0103503,0.00737179
0.00636099,-0.0105477,0.00796441
0.00790192,-0.0107627,0.00746503
0.00863308,-0.0101847,0.00710621
-0.00965987,-0.00921645,0.00756647
-0.0089507,-0.00990513,0.00742672
-0.0077752,-0.00952146,0.00778501
-0.00668668,-0.00982134,0.00756033
-0.00521873,-0.00953615,0.00791662
-0.00420777,-0.00915335,0.00714267
-0.00353045,-0.00984389,0.00738641
-0.00257105,-0.0099518,0.00763686
-0.00221509,-0.00909587,0.00726508
-0.00158383,-0.00980374,0.00764614
0.000481358,-0.00961076,0.00728755
0.00144669,-0.00935961,0.00729289
0.00243225,-0.00941486,0.00713717
0.00204068,-0.00974231,0.00799659
0.00303179,-0.00963763,0.00793987
0.00459438,-0.00949835,0.00719969
0.00402311,-0.0095587,0.008016
0.00592265,-0.00980217,0.0073654
0.00529878,-0.00917534,0.00782986
0.00676505,-0.00963109,0.00787214
0.00772832,-0.00977906,0.00742049
0.0085845,-0.00918838,0.00706507
0.00879015,-0.00955768,0.00796973
0.00972606,-0.009146,0.00804261
-0.0102679,-0.00853124,0.0071695
-0.00940367,-0.00824973,0.007685
-0.00854775,-0.00879723,0.00743889
